Date,PartID,PartName,ServiceCenter,VehicleModel,QtyOrdered,UnitCost,LeadTimeDays
5/3/2024,P004,Air Filter,New York,Model 3,164,1562,16
5/28/2024,P004,Seat Belt Kit,New York,Model X,206,1144,9
4/7/2024,P010,Bumper Cover,Fremont,Model S,14,1587,9
8/3/2024,P016,Coolant Pump,New York,Model S,33,1156,6
4/10/2024,P003,Windshield,Shanghai,Model X,291,1576,7
8/5/2024,P012,Headlight Assembly,Austin,Model S,105,1990,17
9/15/2024,P017,Shock Absorber,Shanghai,Model 3,3,1358,19
12/21/2024,P005,Fuse Box,Fremont,Cybertruck,488,1754,23
1/11/2024,P003,Headlight Assembly,Berlin,Model Y,185,1358,19
2/28/2024,P016,Charging Cable,Fremont,Model Y,97,1764,25
9/6/2024,P019,Door Handle,Fremont,Model 3,248,732,15
5/19/2024,P004,Coolant Pump,Berlin,Model Y,435,1238,29
11/30/2024,P009,Suspension Arm,New York,Cybertruck,72,889,29
2/7/2024,P004,Battery Module,Berlin,Model S,105,1285,26
5/1/2024,P010,Bumper Cover,New York,Model 3,10,450,23
3/5/2024,P017,Coolant Pump,Austin,Model Y,105,1653,7
5/25/2024,P016,Charging Cable,Shanghai,Model Y,446,105,23
10/28/2024,P007,Charging Cable,Austin,Model S,470,628,24
5/4/2024,P015,Suspension Arm,Austin,Model X,388,1508,9
11/7/2024,P018,Fuse Box,Austin,Model 3,421,1583,3
7/9/2024,P006,Bumper Cover,Austin,Model 3,265,1594,23
9/19/2024,P015,Suspension Arm,Austin,Model X,61,1266,3
12/26/2024,P011,Mirror Assembly,Berlin,Model 3,183,828,12
10/22/2024,P020,Motor Assembly,Austin,Model 3,431,1136,18
6/30/2024,P005,Seat Belt Kit,Austin,Model X,80,533,29
6/7/2024,P016,Mirror Assembly,Fremont,Model Y,453,1030,23
12/18/2024,P012,Fuse Box,Fremont,Model X,324,455,19
11/3/2024,P004,Fuse Box,Fremont,Model Y,480,1905,6
10/13/2024,P002,Charging Cable,Austin,Model 3,63,1948,16
6/10/2024,P016,Fuse Box,Austin,Cybertruck,416,1766,23
9/19/2024,P008,Mirror Assembly,Berlin,Cybertruck,203,141,14
8/4/2024,P017,AC Compressor,Austin,Model S,92,506,27
6/29/2024,P009,Steering Wheel,New York,Model X,95,1669,5
3/31/2024,P006,Air Filter,Fremont,Model Y,27,106,23
1/17/2024,P004,Bumper Cover,Shanghai,Model 3,76,1052,13
5/4/2024,P013,Motor Assembly,Fremont,Model 3,14,518,3
9/16/2024,P014,Battery Module,Berlin,Model 3,329,257,21
12/20/2024,P012,Tire Set,Berlin,Model 3,351,1143,14
8/1/2024,P003,Door Handle,Austin,Cybertruck,138,1836,26
8/26/2024,P015,Door Handle,New York,Model 3,170,185,15
6/28/2024,P015,Infotainment Screen,Austin,Cybertruck,140,148,24
6/20/2024,P015,Battery Module,Fremont,Model X,495,548,17
5/22/2024,P015,Infotainment Screen,Shanghai,Model S,221,1572,5
11/12/2024,P008,Seat Belt Kit,Austin,Model X,66,107,9
8/31/2024,P017,Coolant Pump,Berlin,Model 3,92,1454,3
8/19/2024,P014,AC Compressor,Shanghai,Model X,257,1904,11
6/20/2024,P006,Tire Set,Austin,Cybertruck,51,461,9
10/3/2024,P017,Tire Set,Shanghai,Model S,360,1404,12
3/17/2024,P002,Shock Absorber,Berlin,Cybertruck,390,1539,9
10/29/2024,P011,Infotainment Screen,Berlin,Model X,170,185,4
11/26/2024,P016,Mirror Assembly,Austin,Model X,473,320,28
2/18/2024,P019,Infotainment Screen,Austin,Model Y,340,749,13
9/4/2024,P017,Steering Wheel,Austin,Cybertruck,192,718,11
10/9/2024,P006,Mirror Assembly,Austin,Model 3,301,1244,15
10/13/2024,P014,Seat Belt Kit,Fremont,Model Y,284,1157,28
2/1/2024,P013,Radiator,New York,Model 3,152,1865,9
6/6/2024,P007,Steering Wheel,Austin,Model S,56,573,22
1/18/2024,P013,Steering Wheel,Berlin,Cybertruck,276,1808,28
3/3/2024,P006,Radiator,Austin,Model 3,465,1055,25
5/7/2024,P002,Windshield,Fremont,Cybertruck,407,1599,29
1/16/2024,P005,Door Handle,Fremont,Model Y,268,1385,5
6/11/2024,P012,Steering Wheel,Berlin,Model S,164,1000,29
9/7/2024,P015,Air Filter,Berlin,Model S,324,1213,15
5/16/2024,P006,Tire Set,Shanghai,Model Y,165,1190,19
11/13/2024,P001,AC Compressor,Austin,Cybertruck,182,501,28
10/21/2024,P011,Door Handle,Fremont,Model X,189,163,23
6/27/2024,P012,Headlight Assembly,Shanghai,Model X,21,223,25
8/16/2024,P003,Coolant Pump,Austin,Model 3,418,188,27
6/28/2024,P019,Motor Assembly,Berlin,Model 3,97,1749,12
3/12/2024,P013,Mirror Assembly,New York,Model Y,147,1108,8
11/13/2024,P011,Motor Assembly,New York,Model 3,270,1755,24
3/23/2024,P007,Mirror Assembly,Shanghai,Model 3,158,1142,28
5/15/2024,P012,Fuse Box,New York,Model X,84,999,29
8/5/2024,P018,Bumper Cover,Shanghai,Model X,25,376,7
4/18/2024,P016,Shock Absorber,Fremont,Cybertruck,89,709,8
4/28/2024,P008,Windshield,Berlin,Model X,170,200,20
1/18/2024,P013,Windshield,New York,Model X,134,675,6
11/27/2024,P017,Headlight Assembly,Berlin,Model Y,450,1634,24
6/2/2024,P004,Tire Set,Fremont,Cybertruck,118,1540,11
1/11/2024,P009,AC Compressor,Fremont,Cybertruck,197,676,13
5/17/2024,P009,Brake Pad Set,Fremont,Cybertruck,391,1508,5
3/2/2024,P010,Motor Assembly,Austin,Model X,257,1002,6
3/11/2024,P011,Radiator,Berlin,Cybertruck,388,551,27
3/1/2024,P001,Charging Cable,Fremont,Model S,349,203,26
5/11/2024,P017,AC Compressor,Fremont,Model Y,413,1545,22
3/1/2024,P007,Brake Pad Set,Austin,Model S,474,65,5
12/23/2024,P011,Shock Absorber,Berlin,Model 3,92,1375,24
9/25/2024,P013,Mirror Assembly,Shanghai,Model 3,363,977,20
1/12/2024,P006,Door Handle,Austin,Cybertruck,363,362,13
2/4/2024,P008,Charging Cable,Berlin,Model S,391,1016,4
2/20/2024,P010,Suspension Arm,New York,Model S,290,1571,21
2/12/2024,P014,AC Compressor,Fremont,Model S,221,1699,24
8/15/2024,P012,Bumper Cover,Austin,Model X,228,1252,29
4/20/2024,P011,Windshield,Shanghai,Model S,70,1581,19
11/17/2024,P007,Windshield,Austin,Model 3,489,1877,15
1/15/2024,P013,Headlight Assembly,Berlin,Model 3,499,989,5
6/25/2024,P002,Coolant Pump,Berlin,Model 3,67,1636,4
6/10/2024,P003,Battery Module,Austin,Model Y,25,493,18
2/8/2024,P001,Coolant Pump,Austin,Model 3,226,416,28
1/26/2024,P006,Brake Pad Set,Fremont,Model Y,457,1938,10
4/21/2024,P001,Windshield,New York,Model X,161,1033,25
2/20/2024,P002,Suspension Arm,Shanghai,Model Y,458,1513,26
4/7/2024,P010,Steering Wheel,Shanghai,Model 3,369,1705,3
6/18/2024,P012,Air Filter,Fremont,Model Y,259,391,11
2/25/2024,P005,Windshield,Berlin,Model S,250,1150,15
8/8/2024,P009,Tire Set,Shanghai,Cybertruck,467,1507,10
11/20/2024,P012,Shock Absorber,Fremont,Model 3,193,733,12
5/25/2024,P008,AC Compressor,New York,Model X,284,1402,17
9/16/2024,P010,Door Handle,Berlin,Model S,241,584,13
5/8/2024,P014,Suspension Arm,Austin,Model 3,361,105,24
2/19/2024,P020,Mirror Assembly,New York,Model X,341,695,3
12/5/2024,P015,Headlight Assembly,Shanghai,Model X,484,850,7
11/21/2024,P008,Brake Pad Set,Fremont,Cybertruck,285,1078,21
1/20/2024,P009,Brake Pad Set,Austin,Cybertruck,177,1665,21
6/22/2024,P005,Battery Module,Shanghai,Model X,164,598,27
10/9/2024,P001,Bumper Cover,Shanghai,Cybertruck,127,198,25
1/26/2024,P011,Fuse Box,Austin,Model X,300,1484,20
6/8/2024,P004,Windshield,Fremont,Model S,207,828,29
1/10/2024,P006,Steering Wheel,Berlin,Cybertruck,287,1466,9
3/22/2024,P017,Brake Pad Set,Shanghai,Model X,377,1233,15
9/12/2024,P004,Door Handle,New York,Cybertruck,161,287,18
4/14/2024,P005,Seat Belt Kit,Shanghai,Model 3,357,1369,8
5/19/2024,P014,Brake Pad Set,Shanghai,Model Y,369,1574,9
7/20/2024,P018,Fuse Box,Shanghai,Model 3,225,463,28
12/9/2024,P003,Coolant Pump,New York,Model 3,463,222,14
1/24/2024,P011,AC Compressor,Fremont,Cybertruck,409,1518,25
2/15/2024,P015,Bumper Cover,Shanghai,Model X,85,1676,5
8/4/2024,P007,Battery Module,Shanghai,Model S,121,1624,27
2/24/2024,P004,Air Filter,Austin,Model Y,371,1593,5
3/18/2024,P006,Tire Set,Shanghai,Model X,393,1779,11
6/7/2024,P010,Suspension Arm,Shanghai,Model S,409,52,15
12/9/2024,P007,Steering Wheel,Berlin,Model X,106,1615,19
9/28/2024,P003,Shock Absorber,Berlin,Model 3,372,298,16
5/27/2024,P015,Brake Pad Set,Austin,Model Y,221,1809,7
2/7/2024,P016,AC Compressor,Fremont,Cybertruck,273,685,15
4/20/2024,P003,Windshield,Shanghai,Model 3,10,951,16
1/15/2024,P012,Radiator,Fremont,Model Y,476,843,26
3/18/2024,P005,Fuse Box,Shanghai,Model Y,127,151,8
3/16/2024,P005,Infotainment Screen,Fremont,Model X,465,244,21
11/23/2024,P001,Suspension Arm,New York,Cybertruck,150,1874,18
10/1/2024,P006,Radiator,Shanghai,Model Y,248,242,6
7/15/2024,P015,Suspension Arm,Berlin,Model Y,116,461,24
8/6/2024,P013,Tire Set,Fremont,Model 3,480,591,8
3/3/2024,P007,Shock Absorber,Austin,Model Y,285,730,26
12/26/2024,P018,Mirror Assembly,New York,Model S,212,1265,10
2/1/2024,P019,Coolant Pump,Berlin,Model X,444,1267,23
8/20/2024,P006,Windshield,New York,Model X,354,1929,13
4/19/2024,P008,Infotainment Screen,New York,Model 3,434,609,9
6/13/2024,P003,Suspension Arm,Fremont,Model X,383,966,29
7/12/2024,P017,AC Compressor,Fremont,Model X,475,1341,23
1/7/2024,P014,Windshield,Shanghai,Model X,276,1196,4
5/18/2024,P020,Air Filter,New York,Model S,434,553,29
12/8/2024,P014,Tire Set,Shanghai,Model X,394,641,15
10/13/2024,P002,AC Compressor,New York,Model X,144,1915,3
10/27/2024,P004,Windshield,New York,Model S,201,714,12
2/25/2024,P009,Windshield,Shanghai,Model 3,195,1690,29
6/8/2024,P016,Radiator,Berlin,Model 3,455,1226,20
5/28/2024,P001,Charging Cable,Shanghai,Model S,453,1099,8
10/13/2024,P002,Charging Cable,Austin,Model S,56,851,9
9/13/2024,P012,Brake Pad Set,Austin,Cybertruck,212,320,23
5/18/2024,P016,Coolant Pump,Austin,Cybertruck,400,936,11
12/14/2024,P015,Mirror Assembly,Austin,Model S,25,405,4
11/19/2024,P019,Brake Pad Set,Berlin,Cybertruck,342,157,9
10/18/2024,P020,Seat Belt Kit,Austin,Model 3,168,1051,15
11/30/2024,P006,Motor Assembly,Berlin,Model X,279,1964,28
7/5/2024,P020,Suspension Arm,Berlin,Cybertruck,29,1861,21
11/18/2024,P019,Fuse Box,Shanghai,Model X,147,1785,20
7/2/2024,P015,Air Filter,Fremont,Model 3,433,1077,19
11/2/2024,P004,Steering Wheel,Austin,Model 3,227,452,11
9/18/2024,P016,Brake Pad Set,Fremont,Model X,238,301,8
11/5/2024,P011,AC Compressor,Austin,Model X,397,541,8
12/9/2024,P007,Tire Set,Fremont,Model Y,198,1019,11
5/24/2024,P002,Infotainment Screen,Fremont,Model Y,389,517,15
9/17/2024,P007,Steering Wheel,Berlin,Model S,404,1399,21
1/2/2024,P012,Fuse Box,Austin,Cybertruck,221,1437,26
11/9/2024,P014,Suspension Arm,Austin,Cybertruck,499,568,15
1/12/2024,P015,Seat Belt Kit,Austin,Model X,111,711,10
9/17/2024,P020,Seat Belt Kit,Fremont,Model S,489,1807,28
12/27/2024,P007,Coolant Pump,Shanghai,Cybertruck,160,1146,10
6/17/2024,P018,Suspension Arm,Austin,Model X,45,1504,27
5/27/2024,P011,Tire Set,Berlin,Model 3,90,1697,25
7/18/2024,P010,Mirror Assembly,Fremont,Model 3,222,1209,9
11/7/2024,P014,Brake Pad Set,Fremont,Model S,486,1609,6
3/10/2024,P003,Tire Set,Berlin,Model X,448,948,11
11/7/2024,P018,Charging Cable,New York,Model 3,196,1213,12
2/23/2024,P012,Bumper Cover,New York,Model X,491,1359,19
9/15/2024,P001,Coolant Pump,Shanghai,Model S,354,559,27
12/16/2024,P013,Fuse Box,Shanghai,Model 3,371,1316,14
1/28/2024,P002,Charging Cable,New York,Model Y,50,1565,22
12/28/2024,P015,Bumper Cover,New York,Model Y,432,418,6
4/29/2024,P011,Door Handle,Fremont,Model Y,321,265,27
5/12/2024,P006,Shock Absorber,New York,Model 3,144,1702,29
3/30/2024,P006,Bumper Cover,Shanghai,Cybertruck,491,1000,10
1/16/2024,P012,Headlight Assembly,New York,Model 3,292,1857,14
10/13/2024,P016,Charging Cable,Berlin,Model S,450,1123,13
10/10/2024,P016,Fuse Box,New York,Model Y,16,922,20
8/17/2024,P010,Shock Absorber,Shanghai,Model S,208,1665,18
5/16/2024,P017,Shock Absorber,Austin,Cybertruck,53,504,7
10/21/2024,P020,Suspension Arm,Shanghai,Model X,65,810,21
8/14/2024,P002,Air Filter,New York,Model S,472,1656,8
1/27/2024,P013,Steering Wheel,Fremont,Model X,470,777,17
11/27/2024,P017,Charging Cable,Fremont,Model 3,231,905,14
4/26/2024,P009,Motor Assembly,Berlin,Cybertruck,454,613,29
3/29/2024,P015,Door Handle,Fremont,Model Y,474,1476,11
4/16/2024,P007,Tire Set,New York,Model Y,177,1691,17
8/8/2024,P013,Battery Module,Austin,Model Y,347,1953,5
8/10/2024,P010,Battery Module,Austin,Model S,443,429,20
5/1/2024,P018,Air Filter,Fremont,Model S,164,739,25
12/19/2024,P010,Door Handle,New York,Model 3,153,1282,22
2/2/2024,P018,Infotainment Screen,Fremont,Model Y,102,744,12
3/31/2024,P014,Tire Set,Shanghai,Model 3,367,755,10
7/2/2024,P019,Motor Assembly,Berlin,Cybertruck,322,1175,28
9/14/2024,P001,Radiator,Shanghai,Model X,309,1936,13
1/13/2024,P004,Charging Cable,Austin,Model 3,456,1683,28
1/24/2024,P014,Bumper Cover,Shanghai,Model Y,160,137,21
11/20/2024,P005,Suspension Arm,Austin,Model S,111,1534,18
2/3/2024,P005,Coolant Pump,Berlin,Model 3,222,1677,4
9/3/2024,P020,Windshield,Berlin,Model X,260,1313,25
12/8/2024,P014,Radiator,Austin,Cybertruck,215,1465,14
1/19/2024,P008,Bumper Cover,New York,Model 3,103,971,6
1/30/2024,P012,Battery Module,Fremont,Model 3,446,668,11
2/18/2024,P017,Headlight Assembly,Berlin,Model 3,168,938,11
6/28/2024,P003,Tire Set,Berlin,Model X,247,1818,15
8/13/2024,P004,Windshield,Fremont,Cybertruck,291,1095,13
3/18/2024,P005,Air Filter,Berlin,Cybertruck,34,1093,18
7/25/2024,P001,Brake Pad Set,Berlin,Model Y,58,487,19
2/4/2024,P002,Bumper Cover,New York,Model 3,341,1166,27
9/6/2024,P005,Charging Cable,Shanghai,Model Y,267,693,16
3/11/2024,P019,Battery Module,Shanghai,Model X,332,1042,15
12/29/2024,P005,Battery Module,Fremont,Cybertruck,313,1433,17
11/5/2024,P013,Fuse Box,Austin,Model X,400,318,27
10/5/2024,P005,Bumper Cover,Fremont,Model X,213,242,22
5/31/2024,P008,Windshield,Berlin,Model 3,225,276,29
8/14/2024,P009,Air Filter,Shanghai,Model S,352,661,23
8/30/2024,P015,Tire Set,Shanghai,Model X,451,809,22
1/10/2024,P003,Brake Pad Set,Austin,Cybertruck,128,922,12
11/12/2024,P001,Steering Wheel,Shanghai,Model 3,414,151,20
2/17/2024,P020,Headlight Assembly,Fremont,Model 3,53,1475,14
4/21/2024,P007,Steering Wheel,Austin,Model 3,191,709,18
7/22/2024,P013,Battery Module,New York,Model Y,299,842,28
6/5/2024,P003,Brake Pad Set,Fremont,Model X,54,859,4
12/8/2024,P010,AC Compressor,Berlin,Cybertruck,388,254,8
1/26/2024,P018,Windshield,New York,Model 3,14,1909,11
11/3/2024,P016,Steering Wheel,Shanghai,Model X,302,1584,29
6/14/2024,P009,Seat Belt Kit,Shanghai,Model X,494,1304,15
9/5/2024,P015,Air Filter,Austin,Model 3,227,165,24
9/18/2024,P014,Coolant Pump,New York,Model S,201,1955,25
9/20/2024,P019,Windshield,Berlin,Model Y,180,341,4
1/17/2024,P006,Battery Module,Shanghai,Model 3,91,270,16
3/16/2024,P007,Battery Module,Fremont,Model S,43,1343,15
9/10/2024,P005,Fuse Box,Shanghai,Cybertruck,131,1755,6
7/24/2024,P013,Motor Assembly,Austin,Model S,31,1251,18
2/3/2024,P005,Mirror Assembly,Berlin,Model Y,215,900,12
5/26/2024,P014,Motor Assembly,Berlin,Model X,151,580,8
11/21/2024,P001,AC Compressor,Shanghai,Model 3,5,1484,27
12/3/2024,P020,Charging Cable,New York,Model Y,187,535,4
8/15/2024,P001,Windshield,New York,Model S,314,1351,7
4/27/2024,P009,Steering Wheel,New York,Model Y,310,1133,11
6/13/2024,P009,Radiator,Berlin,Model Y,278,1607,15
2/7/2024,P015,Mirror Assembly,Fremont,Model X,227,698,21
12/23/2024,P005,Door Handle,Berlin,Model X,293,1275,7
10/22/2024,P007,Brake Pad Set,Berlin,Model S,88,350,29
5/16/2024,P002,Seat Belt Kit,Shanghai,Model X,378,719,11
11/4/2024,P011,Battery Module,Shanghai,Model S,161,532,24
9/2/2024,P010,Radiator,New York,Model X,171,1758,12
7/16/2024,P019,Headlight Assembly,Berlin,Model Y,122,878,24
3/6/2024,P005,Windshield,Berlin,Model S,354,881,11
3/20/2024,P015,Brake Pad Set,Austin,Model S,214,1816,23
2/21/2024,P002,AC Compressor,Shanghai,Model S,84,388,24
5/8/2024,P011,Seat Belt Kit,Austin,Model S,394,1033,29
1/1/2024,P004,Seat Belt Kit,Berlin,Model 3,129,1933,26
6/15/2024,P017,Motor Assembly,Fremont,Model S,5,295,15
1/16/2024,P002,Battery Module,Austin,Cybertruck,330,590,5
5/24/2024,P010,Suspension Arm,Shanghai,Model S,122,791,20
4/21/2024,P011,Bumper Cover,Berlin,Model X,60,825,12
4/11/2024,P001,Tire Set,Austin,Model Y,442,625,21
3/22/2024,P018,Battery Module,Shanghai,Model X,487,1943,16
4/8/2024,P005,Shock Absorber,Berlin,Cybertruck,114,1623,3
6/7/2024,P005,Steering Wheel,Berlin,Model 3,190,1694,22
2/9/2024,P004,Bumper Cover,Austin,Model X,242,438,11
6/3/2024,P009,Bumper Cover,Austin,Model Y,380,224,18
2/5/2024,P019,Radiator,Shanghai,Model Y,256,824,10
9/3/2024,P003,Suspension Arm,Fremont,Model Y,244,158,10
1/4/2024,P015,Battery Module,Austin,Cybertruck,201,944,10
10/7/2024,P014,Coolant Pump,Shanghai,Model S,461,1020,14
12/16/2024,P001,Windshield,Berlin,Model 3,411,351,8
11/29/2024,P010,Brake Pad Set,Shanghai,Cybertruck,296,584,17
9/5/2024,P013,Headlight Assembly,Austin,Cybertruck,289,816,29
1/12/2024,P012,Door Handle,New York,Cybertruck,113,938,23
10/9/2024,P001,Shock Absorber,Austin,Model Y,158,1817,16
8/3/2024,P002,Steering Wheel,Shanghai,Model X,230,460,5
11/14/2024,P011,Motor Assembly,New York,Model 3,428,1651,23
11/6/2024,P012,Motor Assembly,Austin,Model 3,362,842,6
3/22/2024,P001,Brake Pad Set,Fremont,Model Y,280,515,26
1/14/2024,P010,Brake Pad Set,New York,Model 3,15,1148,28
2/25/2024,P003,Battery Module,Shanghai,Model X,301,1601,5
12/7/2024,P009,Motor Assembly,New York,Model S,335,1324,23
10/8/2024,P017,Radiator,New York,Model 3,202,1786,27
7/17/2024,P019,Battery Module,Shanghai,Model Y,406,1506,13
12/13/2024,P018,Door Handle,Fremont,Model Y,337,383,23
6/14/2024,P005,Shock Absorber,Shanghai,Cybertruck,287,1042,10
10/18/2024,P007,Fuse Box,New York,Model 3,446,1841,5
5/25/2024,P015,AC Compressor,Shanghai,Model S,450,826,15
3/18/2024,P006,Radiator,Berlin,Model X,439,1333,16
4/21/2024,P005,Charging Cable,Shanghai,Model Y,17,1304,21
1/23/2024,P019,Infotainment Screen,Fremont,Model 3,311,520,25
4/25/2024,P013,Fuse Box,Shanghai,Model Y,22,300,9
5/21/2024,P007,Fuse Box,Berlin,Model Y,150,1674,4
7/15/2024,P002,Suspension Arm,Berlin,Model X,300,118,5
10/4/2024,P006,Battery Module,New York,Model Y,259,1367,23
1/28/2024,P015,Fuse Box,Shanghai,Model 3,186,211,17
10/25/2024,P005,Seat Belt Kit,Shanghai,Model Y,465,1191,13
3/16/2024,P005,Steering Wheel,Fremont,Model 3,184,483,4
1/18/2024,P004,Headlight Assembly,Shanghai,Model 3,61,1812,25
4/9/2024,P013,Tire Set,Austin,Model Y,402,472,10
5/3/2024,P018,Bumper Cover,Berlin,Model Y,117,1346,21
12/30/2024,P001,Motor Assembly,Fremont,Model Y,73,247,22
10/18/2024,P003,Suspension Arm,Fremont,Model Y,208,1016,26
5/4/2024,P007,Shock Absorber,New York,Model 3,169,800,5
1/7/2024,P001,Air Filter,Shanghai,Model 3,406,158,6
1/23/2024,P014,Door Handle,Shanghai,Model S,19,285,4
6/10/2024,P015,Motor Assembly,Shanghai,Model X,355,574,15
4/26/2024,P016,Coolant Pump,New York,Model 3,367,1231,24
12/17/2024,P005,Seat Belt Kit,Shanghai,Model 3,135,247,9
1/21/2024,P003,Infotainment Screen,Shanghai,Model Y,380,1139,21
9/8/2024,P017,Bumper Cover,Berlin,Model 3,457,964,27
11/21/2024,P005,Mirror Assembly,Shanghai,Model Y,1,445,5
11/4/2024,P001,Bumper Cover,Fremont,Model S,355,1289,28
3/24/2024,P013,Charging Cable,Shanghai,Model Y,106,1195,9
12/27/2024,P018,AC Compressor,Austin,Cybertruck,248,246,3
2/10/2024,P001,Fuse Box,Austin,Model 3,400,1016,10
7/21/2024,P019,AC Compressor,Austin,Model X,7,1813,13
5/7/2024,P006,Windshield,Berlin,Cybertruck,439,870,8
5/21/2024,P009,Tire Set,Austin,Model 3,87,379,14
12/9/2024,P014,Windshield,Austin,Model Y,466,1926,26
4/12/2024,P011,Steering Wheel,New York,Model Y,181,1569,4
4/16/2024,P004,Coolant Pump,Austin,Model Y,496,1750,13
1/17/2024,P007,Shock Absorber,Austin,Cybertruck,481,1475,18
1/25/2024,P018,Windshield,Shanghai,Model S,364,1599,8
3/4/2024,P018,Fuse Box,Fremont,Model Y,430,393,25
12/7/2024,P006,Motor Assembly,Fremont,Model Y,486,606,7
8/24/2024,P005,Fuse Box,Austin,Model S,278,1809,18
6/24/2024,P006,Suspension Arm,Shanghai,Model 3,359,534,8
10/17/2024,P002,Door Handle,Austin,Model S,138,324,27
10/19/2024,P002,Windshield,Fremont,Cybertruck,3,1244,25
11/6/2024,P001,Headlight Assembly,Austin,Model Y,14,101,15
6/4/2024,P018,Air Filter,Austin,Model S,398,487,24
2/22/2024,P010,Coolant Pump,Fremont,Model Y,328,1858,5
3/13/2024,P007,Motor Assembly,Austin,Model Y,479,1614,28
7/1/2024,P002,Coolant Pump,New York,Cybertruck,85,766,11
7/7/2024,P019,Brake Pad Set,New York,Model 3,180,1317,8
1/13/2024,P010,Suspension Arm,New York,Cybertruck,405,1093,15
2/16/2024,P012,Air Filter,Shanghai,Model Y,21,1666,5
6/8/2024,P012,Infotainment Screen,Fremont,Cybertruck,301,688,26
10/10/2024,P015,Motor Assembly,New York,Model Y,87,1704,17
2/22/2024,P018,Mirror Assembly,Shanghai,Model X,44,1062,16
10/13/2024,P001,Charging Cable,Austin,Model S,129,1490,19
1/8/2024,P006,Headlight Assembly,Shanghai,Model Y,435,1013,11
3/12/2024,P009,Coolant Pump,New York,Cybertruck,274,1086,5
4/7/2024,P006,Windshield,Fremont,Model 3,130,958,6
3/27/2024,P006,Infotainment Screen,New York,Model 3,115,114,8
11/25/2024,P006,Fuse Box,New York,Model Y,235,941,21
4/10/2024,P016,Tire Set,Austin,Model 3,99,1643,29
10/7/2024,P015,Coolant Pump,New York,Model S,419,1647,23
10/15/2024,P008,Bumper Cover,Berlin,Model Y,313,1357,21
8/24/2024,P002,Seat Belt Kit,Shanghai,Model S,51,1069,6
7/14/2024,P011,Motor Assembly,Fremont,Model Y,452,849,19
4/6/2024,P009,Steering Wheel,New York,Model S,75,199,20
4/5/2024,P016,Suspension Arm,Shanghai,Model Y,3,1786,21
9/17/2024,P002,Charging Cable,Austin,Model Y,382,1480,27
4/30/2024,P011,Shock Absorber,Shanghai,Model 3,56,1487,13
12/31/2024,P017,Steering Wheel,Fremont,Model S,365,836,29
9/29/2024,P006,Shock Absorber,Austin,Model Y,148,476,24
11/27/2024,P006,Door Handle,Fremont,Cybertruck,325,1338,23
2/21/2024,P009,Charging Cable,Shanghai,Model 3,143,833,22
11/13/2024,P001,Bumper Cover,Berlin,Model Y,375,972,20
6/11/2024,P012,Tire Set,Berlin,Model Y,415,58,23
7/8/2024,P011,Seat Belt Kit,Austin,Model S,469,1939,8
10/3/2024,P017,Steering Wheel,Shanghai,Model 3,122,730,3
3/25/2024,P007,Air Filter,Austin,Model 3,148,1880,10
7/12/2024,P004,AC Compressor,Shanghai,Cybertruck,325,500,9
6/29/2024,P009,Battery Module,New York,Model S,443,533,14
1/21/2024,P019,Seat Belt Kit,New York,Model X,298,1213,5
7/21/2024,P015,AC Compressor,Fremont,Model S,1,968,11
7/20/2024,P006,Brake Pad Set,Fremont,Model S,104,1058,14
5/30/2024,P004,Shock Absorber,Shanghai,Model X,8,1872,20
6/7/2024,P005,Coolant Pump,Berlin,Cybertruck,362,1560,19
11/5/2024,P013,Steering Wheel,Fremont,Model Y,297,1745,20
1/26/2024,P005,Infotainment Screen,Berlin,Model 3,1,107,19
11/4/2024,P002,Bumper Cover,Fremont,Cybertruck,179,628,12
3/6/2024,P011,Battery Module,Fremont,Model S,412,477,25
9/19/2024,P018,Fuse Box,Fremont,Cybertruck,220,1898,16
6/15/2024,P015,Motor Assembly,Fremont,Cybertruck,74,215,16
10/14/2024,P017,Radiator,Shanghai,Model 3,41,1894,11
6/2/2024,P017,Radiator,Austin,Cybertruck,148,1613,16
12/8/2024,P020,Battery Module,Fremont,Cybertruck,17,73,22
7/24/2024,P019,Steering Wheel,Shanghai,Model 3,51,239,7
6/1/2024,P020,Air Filter,Fremont,Model Y,234,69,20
7/2/2024,P016,Air Filter,New York,Model S,223,1446,5
6/7/2024,P011,Door Handle,Berlin,Model 3,229,1351,24
7/12/2024,P017,Bumper Cover,New York,Model 3,203,150,14
1/2/2024,P008,Tire Set,Berlin,Model S,346,785,26
8/2/2024,P008,AC Compressor,New York,Cybertruck,42,919,29
6/23/2024,P012,Battery Module,Fremont,Model Y,83,910,15
3/15/2024,P015,Air Filter,Austin,Model X,198,1668,10
10/11/2024,P004,Shock Absorber,Berlin,Model X,423,712,5
5/6/2024,P008,Battery Module,New York,Cybertruck,414,1159,19
2/18/2024,P015,Bumper Cover,Austin,Model Y,353,1008,8
2/1/2024,P005,Tire Set,Fremont,Model S,85,142,3
6/6/2024,P010,Coolant Pump,Austin,Cybertruck,153,94,4
1/15/2024,P020,Suspension Arm,Fremont,Model X,323,1794,6
11/13/2024,P019,Tire Set,Berlin,Cybertruck,360,1038,18
11/29/2024,P015,Radiator,Austin,Model S,323,203,19
8/30/2024,P006,Headlight Assembly,New York,Cybertruck,407,1428,9
1/17/2024,P009,Door Handle,Shanghai,Cybertruck,95,1584,12
1/22/2024,P006,Coolant Pump,Berlin,Model S,100,63,19
